mq2,Water Level,Methane (ppm),CO2 (ppm),Dates,Time,Methane Alert,CO2 Alert
544,82.5,99.73,389.45,2022-10-21,02:00:00,False,False
522,26.8,33.01,274.1,2022-10-21,02:30:00,False,False
543,92.0,37.73,681.32,2022-10-21,03:00:00,False,False
545,86.5,86.7,491.67,2022-10-21,03:30:00,False,False
538,95.5,45.31,677.68,2022-10-21,04:00:00,False,False
550,57.1,37.61,676.75,2022-10-21,04:30:00,False,False
529,55.2,16.12,373.81,2022-10-21,05:00:00,False,False
635,54.6,707.34,800.52,2022-10-21,05:30:00,False,False
650,51.8,386.34,2831.18,2022-10-21,06:00:00,False,False
667,14.3,644.71,1135.86,2022-10-21,06:30:00,False,False
673,31.6,143.94,1884.62,2022-10-21,07:00:00,False,False
666,78.5,728.76,990.76,2022-10-21,07:30:00,False,False
626,39.3,272.17,1978.8,2022-10-21,08:00:00,False,False
633,90.1,387.22,1211.27,2022-10-21,08:30:00,False,False
640,80.2,342.69,1462.32,2022-10-21,09:00:00,False,False
617,54.2,681.01,1529.89,2022-10-21,09:30:00,False,False
625,81.4,502.48,2382.47,2022-10-21,10:00:00,False,False
626,48.3,618.14,2578.54,2022-10-21,10:30:00,False,False
635,72.2,943.22,1213.49,2022-10-21,11:00:00,False,False
615,91.4,387.51,1497.99,2022-10-21,11:30:00,False,False
629,90.5,161.99,1041.09,2022-10-21,12:00:00,False,False
656,33.4,529.51,2554.8,2022-10-21,12:30:00,False,False
654,63.3,294.43,1405.76,2022-10-21,13:00:00,False,False
677,87.6,476.79,2725.84,2022-10-21,13:30:00,False,False
683,28.2,748.81,2468.07,2022-10-21,14:00:00,False,False
678,74.0,947.72,2636.69,2022-10-21,14:30:00,False,False
663,77.1,328.15,2997.72,2022-10-21,15:00:00,False,False
643,69.3,526.69,1664.32,2022-10-21,15:30:00,False,False
626,10.4,141.35,2879.25,2022-10-21,16:00:00,False,False
632,17.8,859.54,2628.56,2022-10-21,16:30:00,False,False
644,90.6,589.47,1424.52,2022-10-21,17:00:00,False,False
625,85.3,662.55,2138.53,2022-10-21,17:30:00,False,False
650,36.9,486.85,1554.23,2022-10-21,18:00:00,False,False
678,30.6,220.46,2869.05,2022-10-21,18:30:00,False,False
696,81.2,457.69,2373.22,2022-10-21,19:00:00,False,False
701,69.9,331.85,2064.49,2022-10-21,19:30:00,False,False
689,61.5,724.41,2412.92,2022-10-21,20:00:00,False,False
686,30.9,380.46,1526.44,2022-10-21,20:30:00,False,False
647,44.1,576.48,2134.74,2022-10-21,21:00:00,False,False
648,69.3,236.29,1731.32,2022-10-21,21:30:00,False,False
629,46.2,128.32,2114.43,2022-10-21,22:00:00,False,False
619,31.5,653.21,2618.43,2022-10-21,22:30:00,False,False
606,50.6,534.16,1719.93,2022-10-21,23:00:00,False,False
609,17.8,170.48,2483.54,2022-10-21,23:30:00,False,False
761,15.7,2800.35,4700.09,2022-10-22,00:00:00,True,True
773,22.3,4687.06,3004.55,2022-10-22,00:30:00,True,True
941,30.9,2223.01,6648.95,2022-10-22,01:00:00,True,True
818,45.4,8116.02,5031.08,2022-10-22,01:30:00,True,True
739,28.4,8178.82,5412.41,2022-10-22,02:00:00,True,True
704,66.9,612.78,1510.33,2022-10-22,02:30:00,False,False
676,21.6,101.27,2998.72,2022-10-22,03:00:00,False,False
681,48.5,827.34,1840.65,2022-10-22,03:30:00,False,False
664,45.1,384.45,1580.37,2022-10-22,04:00:00,False,False
653,10.2,963.2,2386.48,2022-10-22,04:30:00,False,False
658,52.0,491.34,1219.18,2022-10-22,05:00:00,False,False
666,51.7,362.87,2902.13,2022-10-22,05:30:00,False,False
658,87.8,737.69,1809.69,2022-10-22,06:00:00,False,False
660,91.0,896.76,2698.46,2022-10-22,06:30:00,False,False
672,53.7,686.74,2495.69,2022-10-22,07:00:00,False,False
661,56.2,676.0,1690.14,2022-10-22,07:30:00,False,False
662,18.0,479.94,1859.0,2022-10-22,08:00:00,False,False
652,81.4,362.55,1630.17,2022-10-22,08:30:00,False,False
726,37.8,434.66,1449.75,2022-10-22,09:00:00,False,False
749,98.1,3278.92,4484.1,2022-10-22,09:30:00,True,True
744,51.1,1162.96,6823.3,2022-10-22,10:00:00,True,True
700,33.5,187.82,1861.94,2022-10-22,10:30:00,False,False
648,11.5,938.8,1466.07,2022-10-22,11:00:00,False,False
636,82.2,445.12,1240.48,2022-10-22,11:30:00,False,False
628,30.4,246.08,1296.01,2022-10-22,12:00:00,False,False
634,78.6,775.46,1005.85,2022-10-22,12:30:00,False,False
556,7.4,610.28,2402.75,2022-10-22,13:00:00,False,False
564,39.9,975.68,842.51,2022-10-22,13:30:00,False,False
574,82.8,308.47,2844.12,2022-10-22,14:00:00,False,False
585,32.2,406.08,2675.02,2022-10-22,14:30:00,False,False
581,72.9,210.83,2603.96,2022-10-22,15:00:00,False,False
598,37.4,800.93,2986.42,2022-10-22,15:30:00,False,False
591,21.6,628.75,2693.16,2022-10-22,16:00:00,False,False
590,11.4,763.23,1998.1,2022-10-22,16:30:00,False,False
597,34.3,920.03,2880.24,2022-10-22,17:00:00,False,False
541,56.0,20.17,580.12,2022-10-22,17:30:00,False,False
582,61.0,156.34,2622.54,2022-10-22,18:00:00,False,False
586,91.6,558.39,1903.15,2022-10-22,18:30:00,False,False
593,86.7,920.65,2034.53,2022-10-22,19:00:00,False,False
613,14.3,175.62,1965.33,2022-10-22,19:30:00,False,False
595,16.1,537.32,1963.56,2022-10-22,20:00:00,False,False
599,90.7,160.55,2325.48,2022-10-22,20:30:00,False,False
636,60.3,372.11,2852.75,2022-10-22,21:00:00,False,False
615,71.9,264.76,1211.73,2022-10-22,21:30:00,False,False
566,80.2,960.8,2361.09,2022-10-22,22:00:00,False,False
613,5.6,427.63,930.52,2022-10-22,22:30:00,False,False
592,20.8,635.5,2316.71,2022-10-22,23:00:00,False,False
580,42.7,471.15,2771.89,2022-10-22,23:30:00,False,False
578,98.9,752.47,1141.39,2022-10-23,00:00:00,False,False
604,33.2,495.21,2028.75,2022-10-23,00:30:00,False,False
613,92.8,967.77,1507.47,2022-10-23,01:00:00,False,False
619,16.6,796.91,2615.01,2022-10-23,01:30:00,False,False
622,22.8,700.24,2493.97,2022-10-23,02:00:00,False,False
618,97.7,462.16,1778.58,2022-10-23,02:30:00,False,False
625,75.6,955.74,2049.16,2022-10-23,03:00:00,False,False
571,8.4,229.41,2608.13,2022-10-23,03:30:00,False,False
590,57.4,324.7,2700.08,2022-10-23,04:00:00,False,False
495,31.5,31.78,677.21,2022-10-23,04:30:00,False,False
496,53.2,36.5,446.85,2022-10-23,05:00:00,False,False
498,17.5,99.23,222.74,2022-10-23,05:30:00,False,False
501,25.8,93.97,436.97,2022-10-23,06:00:00,False,False
499,91.9,84.25,278.21,2022-10-23,06:30:00,False,False
516,93.0,63.93,319.9,2022-10-23,07:00:00,False,False
501,59.8,95.92,227.09,2022-10-23,07:30:00,False,False
493,9.3,67.22,277.0,2022-10-23,08:00:00,False,False
504,25.6,74.4,269.12,2022-10-23,08:30:00,False,False
475,74.8,32.13,497.75,2022-10-23,09:00:00,False,False
510,8.3,41.34,475.22,2022-10-23,09:30:00,False,False
509,55.2,91.58,761.56,2022-10-23,10:00:00,False,False
506,70.3,44.8,516.38,2022-10-23,10:30:00,False,False
514,44.6,90.93,757.14,2022-10-23,11:00:00,False,False
515,31.1,31.94,444.57,2022-10-23,11:30:00,False,False
505,16.2,97.77,441.54,2022-10-23,12:00:00,False,False
512,58.0,34.36,678.43,2022-10-23,12:30:00,False,False
512,49.4,96.14,468.73,2022-10-23,13:00:00,False,False
527,54.7,20.09,500.72,2022-10-23,13:30:00,False,False
517,23.2,92.56,506.15,2022-10-23,14:00:00,False,False
527,45.3,78.63,429.35,2022-10-23,14:30:00,False,False
1064,24.0,7057.18,3923.47,2022-10-23,15:00:00,True,True
1069,37.3,7154.26,9318.94,2022-10-23,15:30:00,True,True
1020,50.9,8778.76,5480.26,2022-10-23,16:00:00,True,True
968,47.4,5148.84,5444.31,2022-10-23,16:30:00,True,True
944,100.0,9613.54,7496.71,2022-10-23,17:00:00,True,True
939,94.2,7712.28,9841.53,2022-10-23,17:30:00,True,True
920,65.8,9990.7,7669.92,2022-10-23,18:00:00,True,True
910,27.9,1596.83,5085.75,2022-10-23,18:30:00,True,True
1025,88.3,4286.09,5288.49,2022-10-23,19:00:00,True,True
950,63.4,3113.45,8031.07,2022-10-23,19:30:00,True,True
903,41.7,3278.84,5773.27,2022-10-23,20:00:00,True,True
841,12.3,8395.74,4143.48,2022-10-23,20:30:00,True,True
769,94.0,6649.76,7001.31,2022-10-23,21:00:00,True,True
750,77.1,5627.31,3791.81,2022-10-23,21:30:00,True,True
778,91.1,9122.18,8807.31,2022-10-23,22:00:00,True,True
746,98.5,5450.32,9708.43,2022-10-23,22:30:00,True,True
737,15.2,7461.7,5586.39,2022-10-23,23:00:00,True,True
719,58.6,242.06,1566.55,2022-10-23,23:30:00,False,False
745,96.8,8815.51,4092.61,2022-10-24,00:00:00,True,True
712,66.4,619.89,2196.13,2022-10-24,00:30:00,False,False
702,66.3,257.58,2296.24,2022-10-24,01:00:00,False,False
638,68.5,952.0,2773.22,2022-10-24,01:30:00,False,False
463,43.8,25.76,532.04,2022-10-24,02:00:00,False,False
434,73.4,91.92,387.98,2022-10-24,02:30:00,False,False
465,17.6,21.67,399.26,2022-10-24,03:00:00,False,False
463,7.3,85.75,471.58,2022-10-24,03:30:00,False,False
465,50.8,80.99,306.74,2022-10-24,04:00:00,False,False
465,96.7,59.76,463.24,2022-10-24,04:30:00,False,False
465,94.3,58.97,616.88,2022-10-24,05:00:00,False,False
452,85.4,18.59,654.38,2022-10-24,05:30:00,False,False
433,89.1,66.88,791.75,2022-10-24,06:00:00,False,False
488,65.9,38.18,209.14,2022-10-24,06:30:00,False,False
466,66.9,81.09,594.56,2022-10-24,07:00:00,False,False
464,17.6,56.89,674.8,2022-10-24,07:30:00,False,False
438,89.3,92.14,482.53,2022-10-24,08:00:00,False,False
474,33.1,11.92,540.22,2022-10-24,08:30:00,False,False
469,55.8,93.12,522.47,2022-10-24,09:00:00,False,False
471,17.3,74.3,505.66,2022-10-24,09:30:00,False,False
459,70.7,75.03,517.12,2022-10-24,10:00:00,False,False
416,51.1,54.86,728.55,2022-10-24,10:30:00,False,False
467,32.6,83.13,250.85,2022-10-24,11:00:00,False,False
467,86.7,51.37,470.12,2022-10-24,11:30:00,False,False
458,23.3,91.21,568.78,2022-10-24,12:00:00,False,False
467,25.7,61.33,285.0,2022-10-24,12:30:00,False,False
436,62.8,89.33,559.51,2022-10-24,13:00:00,False,False
462,72.5,99.68,633.32,2022-10-24,13:30:00,False,False
476,76.8,61.4,552.52,2022-10-24,14:00:00,False,False
465,88.2,80.21,514.26,2022-10-24,14:30:00,False,False
470,19.1,58.94,431.67,2022-10-24,15:00:00,False,False
423,57.7,57.33,509.91,2022-10-24,15:30:00,False,False
482,43.0,87.24,306.14,2022-10-24,16:00:00,False,False
475,84.4,23.98,260.24,2022-10-24,16:30:00,False,False
465,32.9,13.43,279.01,2022-10-24,17:00:00,False,False
478,72.9,14.23,538.13,2022-10-24,17:30:00,False,False
470,77.6,17.73,710.14,2022-10-24,18:00:00,False,False
542,78.0,74.79,622.31,2022-10-24,18:30:00,False,False
493,8.1,33.13,785.44,2022-10-24,19:00:00,False,False
485,9.1,23.24,451.56,2022-10-24,19:30:00,False,False
491,56.2,99.28,494.61,2022-10-24,20:00:00,False,False
476,54.7,34.72,728.59,2022-10-24,20:30:00,False,False
471,89.0,91.1,641.81,2022-10-24,21:00:00,False,False
471,28.1,27.08,345.31,2022-10-24,21:30:00,False,False
477,25.1,45.84,787.2,2022-10-24,22:00:00,False,False
606,79.7,203.49,887.78,2022-10-24,22:30:00,False,False
603,91.3,706.39,1541.93,2022-10-24,23:00:00,False,False
570,94.9,181.47,1965.88,2022-10-24,23:30:00,False,False
561,72.8,658.26,1449.4,2022-10-25,00:00:00,False,False
602,11.8,725.58,2426.43,2022-10-25,00:30:00,False,False
581,14.1,448.39,1537.09,2022-10-25,01:00:00,False,False
619,85.4,733.0,1762.05,2022-10-25,01:30:00,False,False
638,41.3,540.76,810.17,2022-10-25,02:00:00,False,False
588,45.1,825.77,2306.42,2022-10-25,02:30:00,False,False
566,62.7,812.64,2999.5,2022-10-25,03:00:00,False,False
632,65.0,215.6,1796.45,2022-10-25,03:30:00,False,False
624,56.8,446.8,2501.12,2022-10-25,04:00:00,False,False
617,74.4,704.88,2464.61,2022-10-25,04:30:00,False,False
628,66.2,613.95,1292.6,2022-10-25,05:00:00,False,False
638,59.9,204.09,1934.07,2022-10-25,05:30:00,False,False
623,63.5,939.51,2950.67,2022-10-25,06:00:00,False,False
608,84.8,903.19,1884.27,2022-10-25,06:30:00,False,False
639,18.9,970.45,1116.93,2022-10-25,07:00:00,False,False
620,44.6,873.66,1109.53,2022-10-25,07:30:00,False,False
595,17.5,737.09,2977.64,2022-10-25,08:00:00,False,False
555,42.5,977.97,1232.8,2022-10-25,08:30:00,False,False
567,21.0,413.34,2612.69,2022-10-25,09:00:00,False,False
569,11.8,743.46,1266.16,2022-10-25,09:30:00,False,False
576,14.2,163.69,1956.92,2022-10-25,10:00:00,False,False
572,78.8,159.44,1607.08,2022-10-25,10:30:00,False,False
601,72.4,302.75,2737.65,2022-10-25,11:00:00,False,False
601,44.6,932.5,1554.69,2022-10-25,11:30:00,False,False
593,54.5,474.02,2610.19,2022-10-25,12:00:00,False,False
593,79.9,183.03,1987.1,2022-10-25,12:30:00,False,False
614,33.4,322.77,995.38,2022-10-25,13:00:00,False,False
444,63.2,62.44,391.86,2022-10-25,13:30:00,False,False
482,79.3,73.63,318.62,2022-10-25,14:00:00,False,False
448,53.5,90.42,733.45,2022-10-25,14:30:00,False,False
478,92.4,22.02,468.44,2022-10-25,15:00:00,False,False
491,79.8,94.37,578.06,2022-10-25,15:30:00,False,False
478,8.0,39.13,427.06,2022-10-25,16:00:00,False,False
453,53.8,49.58,472.2,2022-10-25,16:30:00,False,False
495,29.8,82.15,500.53,2022-10-25,17:00:00,False,False
491,91.9,36.01,263.3,2022-10-25,17:30:00,False,False
482,98.1,16.72,708.61,2022-10-25,18:00:00,False,False
451,84.6,90.53,441.31,2022-10-25,18:30:00,False,False
478,37.8,21.19,211.2,2022-10-25,19:00:00,False,False
478,22.5,22.11,342.62,2022-10-25,19:30:00,False,False
490,52.2,58.89,403.65,2022-10-25,20:00:00,False,False
478,50.0,49.13,404.46,2022-10-25,20:30:00,False,False
470,21.8,42.77,240.14,2022-10-25,21:00:00,False,False
473,76.9,46.61,674.63,2022-10-25,21:30:00,False,False
489,70.8,83.84,385.5,2022-10-25,22:00:00,False,False
485,29.4,81.95,792.07,2022-10-25,22:30:00,False,False
491,13.2,93.01,337.34,2022-10-25,23:00:00,False,False
503,96.6,46.44,340.36,2022-10-25,23:30:00,False,False
442,86.6,79.2,765.57,2022-10-26,00:00:00,False,False
480,77.0,13.67,492.42,2022-10-26,00:30:00,False,False
491,72.1,35.59,776.66,2022-10-26,01:00:00,False,False
469,17.8,69.47,794.98,2022-10-26,01:30:00,False,False
449,99.5,40.95,328.46,2022-10-26,02:00:00,False,False
504,83.8,32.02,731.71,2022-10-26,02:30:00,False,False
506,13.9,83.53,656.58,2022-10-26,03:00:00,False,False
490,79.2,70.44,621.32,2022-10-26,03:30:00,False,False
502,79.6,13.44,636.21,2022-10-26,04:00:00,False,False
492,81.6,39.75,597.58,2022-10-26,04:30:00,False,False
486,87.8,90.5,790.58,2022-10-26,05:00:00,False,False
491,41.3,11.53,791.15,2022-10-26,05:30:00,False,False
488,73.1,37.74,225.71,2022-10-26,06:00:00,False,False
485,51.9,97.19,608.56,2022-10-26,06:30:00,False,False
491,50.9,77.52,550.94,2022-10-26,07:00:00,False,False
448,7.3,98.72,317.8,2022-10-26,07:30:00,False,False
500,64.2,94.72,212.54,2022-10-26,08:00:00,False,False
507,25.6,80.33,722.91,2022-10-26,08:30:00,False,False
491,31.0,82.51,663.47,2022-10-26,09:00:00,False,False
471,5.7,45.8,409.54,2022-10-26,09:30:00,False,False
488,68.4,97.83,667.94,2022-10-26,10:00:00,False,False
639,75.3,411.34,1985.66,2022-10-26,10:30:00,False,False
629,91.3,361.27,2386.63,2022-10-26,11:00:00,False,False
648,24.5,813.59,1514.61,2022-10-26,11:30:00,False,False
730,77.0,319.99,998.29,2022-10-26,12:00:00,False,False
678,96.3,800.9,1068.87,2022-10-26,12:30:00,False,False
703,51.0,650.6,2377.72,2022-10-26,13:00:00,False,False
728,10.4,315.12,2597.63,2022-10-26,13:30:00,False,False
734,16.0,3000.76,9714.07,2022-10-26,14:00:00,True,True
716,51.3,169.05,1313.15,2022-10-26,14:30:00,False,False
713,95.6,253.58,2578.76,2022-10-26,15:00:00,False,False
682,12.3,842.82,2321.17,2022-10-26,15:30:00,False,False
694,47.1,764.97,857.31,2022-10-26,16:00:00,False,False
706,19.8,255.6,1859.19,2022-10-26,16:30:00,False,False
708,80.0,231.53,1154.97,2022-10-26,17:00:00,False,False
692,80.4,732.75,1165.27,2022-10-26,17:30:00,False,False
695,34.6,706.22,946.18,2022-10-26,18:00:00,False,False
677,14.0,292.96,1530.42,2022-10-26,18:30:00,False,False
673,51.2,918.33,2485.88,2022-10-26,19:00:00,False,False
719,47.3,232.95,2624.21,2022-10-26,19:30:00,False,False
737,84.1,2689.19,5975.89,2022-10-26,20:00:00,True,True
752,36.8,6355.55,9178.15,2022-10-26,20:30:00,True,True
769,65.7,3637.31,7390.55,2022-10-26,21:00:00,True,True
789,78.2,9679.15,3353.34,2022-10-26,21:30:00,True,True
770,53.3,8567.84,3706.75,2022-10-26,22:00:00,True,True
799,80.4,5119.31,7355.26,2022-10-26,22:30:00,True,True
829,20.0,5304.45,9750.92,2022-10-26,23:00:00,True,True
744,11.9,2856.16,9566.9,2022-10-26,23:30:00,True,True
704,64.4,838.77,2161.3,2022-10-27,00:00:00,False,False
742,83.3,7186.53,7198.13,2022-10-27,00:30:00,True,True
729,66.0,286.72,2581.55,2022-10-27,01:00:00,False,False
668,82.3,878.52,970.64,2022-10-27,01:30:00,False,False
642,15.7,564.4,2919.13,2022-10-27,02:00:00,False,False
680,71.6,360.72,2498.92,2022-10-27,02:30:00,False,False
663,53.9,117.0,2153.07,2022-10-27,03:00:00,False,False
654,68.5,337.98,2420.87,2022-10-27,03:30:00,False,False
700,55.0,847.72,1027.73,2022-10-27,04:00:00,False,False
693,69.5,439.97,1954.53,2022-10-27,04:30:00,False,False
694,5.7,541.12,2417.06,2022-10-27,05:00:00,False,False
695,47.0,477.05,994.81,2022-10-27,05:30:00,False,False
765,65.1,7666.21,9218.34,2022-10-27,06:00:00,True,True
812,53.5,3070.17,7861.63,2022-10-27,06:30:00,True,True
808,75.1,7652.85,7326.78,2022-10-27,07:00:00,True,True
812,75.2,9678.44,8960.59,2022-10-27,07:30:00,True,True
780,28.7,8387.65,6376.0,2022-10-27,08:00:00,True,True
778,43.3,9542.19,5505.29,2022-10-27,08:30:00,True,True
757,9.6,8481.82,3311.83,2022-10-27,09:00:00,True,True
708,87.2,637.92,1218.66,2022-10-27,09:30:00,False,False
741,16.5,4946.49,9798.34,2022-10-27,10:00:00,True,True
744,7.0,6144.51,7420.98,2022-10-27,10:30:00,True,True
813,48.9,1621.87,4255.64,2022-10-27,11:00:00,True,True
828,88.9,2985.76,9804.04,2022-10-27,11:30:00,True,True
705,34.3,705.1,2718.18,2022-10-27,12:00:00,False,False
669,27.4,695.15,2424.69,2022-10-27,12:30:00,False,False
816,29.9,4082.5,8454.6,2022-10-27,13:00:00,True,True
914,33.9,6005.6,9319.25,2022-10-27,13:30:00,True,True
907,71.9,6618.32,4680.29,2022-10-27,14:00:00,True,True
945,94.7,4741.42,3552.86,2022-10-27,14:30:00,True,True
963,51.0,5361.59,6508.83,2022-10-27,15:00:00,True,True
976,36.5,3380.19,8046.01,2022-10-27,15:30:00,True,True
972,7.0,1506.84,5685.02,2022-10-27,16:00:00,True,True
1065,36.9,2639.45,7977.54,2022-10-27,16:30:00,True,True
1019,56.3,4162.27,4362.8,2022-10-27,17:00:00,True,True
1091,62.7,8068.09,8932.42,2022-10-27,17:30:00,True,True
1046,7.2,5212.4,8081.86,2022-10-27,18:00:00,True,True
1114,91.9,7920.44,6578.69,2022-10-27,18:30:00,True,True
1115,87.0,6780.86,9186.62,2022-10-27,19:00:00,True,True
1124,19.5,6839.11,4172.09,2022-10-27,19:30:00,True,True
1115,15.8,1740.77,8521.34,2022-10-27,20:00:00,True,True
1115,96.4,9326.32,8090.0,2022-10-27,20:30:00,True,True
1126,65.5,8482.64,8961.66,2022-10-27,21:00:00,True,True
1072,41.2,4762.62,7349.68,2022-10-27,21:30:00,True,True
1046,68.3,8263.39,5951.53,2022-10-27,22:00:00,True,True
916,73.2,7271.5,3396.88,2022-10-27,22:30:00,True,True
908,83.8,6425.98,6769.66,2022-10-27,23:00:00,True,True
917,77.6,4410.13,5618.76,2022-10-27,23:30:00,True,True
849,50.8,5080.14,3429.57,2022-10-28,00:00:00,True,True
456,86.2,44.38,610.41,2022-10-28,00:30:00,False,False
455,71.3,72.78,473.92,2022-10-28,01:00:00,False,False
414,95.1,87.13,492.06,2022-10-28,01:30:00,False,False
454,86.6,24.21,595.08,2022-10-28,02:00:00,False,False
443,70.5,37.62,412.4,2022-10-28,02:30:00,False,False
442,20.8,54.57,535.51,2022-10-28,03:00:00,False,False
443,89.1,70.03,279.63,2022-10-28,03:30:00,False,False
442,81.8,88.65,390.43,2022-10-28,04:00:00,False,False
459,54.1,71.58,454.31,2022-10-28,04:30:00,False,False
451,91.0,63.41,486.34,2022-10-28,05:00:00,False,False
435,66.8,27.76,510.39,2022-10-28,05:30:00,False,False
438,61.6,87.66,230.57,2022-10-28,06:00:00,False,False
433,65.6,14.24,555.27,2022-10-28,06:30:00,False,False
432,86.5,10.29,517.61,2022-10-28,07:00:00,False,False
433,55.2,83.16,258.53,2022-10-28,07:30:00,False,False
411,58.1,17.68,718.04,2022-10-28,08:00:00,False,False
442,40.8,83.42,526.11,2022-10-28,08:30:00,False,False
430,53.4,19.81,587.31,2022-10-28,09:00:00,False,False
430,25.6,10.83,755.27,2022-10-28,09:30:00,False,False
436,79.1,43.01,604.46,2022-10-28,10:00:00,False,False
437,24.7,59.68,563.9,2022-10-28,10:30:00,False,False
425,7.2,28.1,528.52,2022-10-28,11:00:00,False,False
427,42.2,84.45,552.69,2022-10-28,11:30:00,False,False
435,34.7,83.17,511.38,2022-10-28,12:00:00,False,False
426,38.7,87.39,799.63,2022-10-28,12:30:00,False,False
425,57.8,17.55,768.77,2022-10-28,13:00:00,False,False
435,86.3,36.62,371.25,2022-10-28,13:30:00,False,False
430,70.7,25.68,699.74,2022-10-28,14:00:00,False,False
428,65.8,27.23,694.93,2022-10-28,14:30:00,False,False
427,78.6,89.09,234.33,2022-10-28,15:00:00,False,False
436,64.0,10.88,351.01,2022-10-28,15:30:00,False,False
422,41.1,16.6,693.75,2022-10-28,16:00:00,False,False
427,51.1,12.19,724.6,2022-10-28,16:30:00,False,False
428,94.4,79.73,364.92,2022-10-28,17:00:00,False,False
425,33.1,17.2,402.68,2022-10-28,17:30:00,False,False
430,49.8,74.01,793.03,2022-10-28,18:00:00,False,False
440,98.2,15.49,569.41,2022-10-28,18:30:00,False,False
433,59.6,68.54,229.07,2022-10-28,19:00:00,False,False
443,69.5,25.69,770.59,2022-10-28,19:30:00,False,False
418,24.9,91.79,600.77,2022-10-28,20:00:00,False,False
422,77.3,81.77,507.55,2022-10-28,20:30:00,False,False
425,54.3,71.4,565.33,2022-10-28,21:00:00,False,False
435,95.0,80.39,561.21,2022-10-28,21:30:00,False,False
434,19.5,18.53,307.54,2022-10-28,22:00:00,False,False
421,62.6,54.85,309.0,2022-10-28,22:30:00,False,False
434,24.1,85.23,311.34,2022-10-28,23:00:00,False,False
382,41.5,49.19,455.26,2022-10-28,23:30:00,False,False
403,82.7,54.15,330.54,2022-10-29,00:00:00,False,False
433,71.0,27.1,697.68,2022-10-29,00:30:00,False,False
409,59.2,25.2,760.5,2022-10-29,01:00:00,False,False
388,29.2,21.06,283.78,2022-10-29,01:30:00,False,False
423,23.2,67.35,655.19,2022-10-29,02:00:00,False,False
424,100.0,63.66,707.45,2022-10-29,02:30:00,False,False
429,41.8,30.34,770.68,2022-10-29,03:00:00,False,False
418,65.8,80.66,469.98,2022-10-29,03:30:00,False,False
422,12.1,80.85,712.28,2022-10-29,04:00:00,False,False
435,13.1,34.71,793.75,2022-10-29,04:30:00,False,False
426,74.6,48.17,215.33,2022-10-29,05:00:00,False,False
424,81.6,47.91,598.09,2022-10-29,05:30:00,False,False
427,69.9,56.13,588.79,2022-10-29,06:00:00,False,False
427,9.6,92.54,279.79,2022-10-29,06:30:00,False,False
437,41.0,46.91,661.55,2022-10-29,07:00:00,False,False
418,74.3,33.92,435.67,2022-10-29,07:30:00,False,False
370,81.4,63.82,445.57,2022-10-29,08:00:00,False,False
413,98.3,33.76,282.31,2022-10-29,08:30:00,False,False
413,40.1,87.86,783.48,2022-10-29,09:00:00,False,False
426,8.7,28.01,203.66,2022-10-29,09:30:00,False,False
413,76.1,66.77,563.57,2022-10-29,10:00:00,False,False
405,47.6,46.27,480.89,2022-10-29,10:30:00,False,False
406,45.5,86.83,330.88,2022-10-29,11:00:00,False,False
404,70.5,23.5,686.54,2022-10-29,11:30:00,False,False
407,42.8,20.39,509.33,2022-10-29,12:00:00,False,False
365,84.4,26.99,645.33,2022-10-29,12:30:00,False,False
402,62.0,86.47,799.34,2022-10-29,13:00:00,False,False
390,83.8,75.45,280.61,2022-10-29,13:30:00,False,False
409,81.8,71.47,274.97,2022-10-29,14:00:00,False,False
400,8.2,40.21,241.21,2022-10-29,14:30:00,False,False
401,12.7,64.76,468.44,2022-10-29,15:00:00,False,False
401,15.2,84.26,254.4,2022-10-29,15:30:00,False,False
416,33.1,41.74,454.18,2022-10-29,16:00:00,False,False
404,87.3,52.88,560.78,2022-10-29,16:30:00,False,False
398,13.4,87.06,600.17,2022-10-29,17:00:00,False,False
438,64.6,69.82,550.11,2022-10-29,17:30:00,False,False
385,6.7,18.56,313.37,2022-10-29,18:00:00,False,False
376,50.5,75.72,462.95,2022-10-29,18:30:00,False,False
376,12.4,29.08,644.19,2022-10-29,19:00:00,False,False
368,92.5,92.97,387.15,2022-10-29,19:30:00,False,False
346,43.8,80.03,728.83,2022-10-29,20:00:00,False,False
906,72.8,3109.68,3050.41,2022-10-29,20:30:00,True,True
864,92.6,9893.91,4758.11,2022-10-29,21:00:00,True,True
752,88.3,9959.25,4781.32,2022-10-29,21:30:00,True,True
716,37.6,877.07,1032.38,2022-10-29,22:00:00,False,False
747,40.1,7044.86,8206.59,2022-10-29,22:30:00,True,True
729,94.1,957.79,2659.33,2022-10-29,23:00:00,False,False
855,84.0,6508.06,6374.18,2022-10-29,23:30:00,True,True
784,13.2,8781.98,7497.69,2022-10-30,00:00:00,True,True
762,55.5,3953.04,5585.05,2022-10-30,00:30:00,True,True
742,76.0,8069.12,9645.34,2022-10-30,01:00:00,True,True
735,58.8,6704.76,7624.25,2022-10-30,01:30:00,True,True
719,66.6,520.61,1586.0,2022-10-30,02:00:00,False,False
715,70.7,355.72,2442.78,2022-10-30,02:30:00,False,False
694,97.6,931.33,2632.55,2022-10-30,03:00:00,False,False
713,42.6,431.46,2792.78,2022-10-30,03:30:00,False,False
683,81.2,626.32,1737.38,2022-10-30,04:00:00,False,False
694,30.8,802.1,2907.64,2022-10-30,04:30:00,False,False
729,11.1,117.96,2664.69,2022-10-30,05:00:00,False,False
